UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,timestamp,machine_id
208,M15067,M,298.4,308.7,1421,60.7,119,1,0,0,1,0,0,2024-01-09 15:00:00,M15067
215,M15074,M,298.3,308.6,1589,37.1,137,0,0,0,0,0,0,2024-01-09 22:00:00,M15074
220,M15079,M,298.3,308.5,1434,46.2,148,0,0,0,0,0,0,2024-01-10 03:00:00,M15079
229,M15088,M,298.3,308.5,1629,37.1,170,0,0,0,0,0,0,2024-01-10 12:00:00,M15088
236,M15095,M,298.1,308.3,1680,33.7,185,0,0,0,0,0,0,2024-01-10 19:00:00,M15095
238,M15097,M,298.0,308.1,1552,36.6,190,0,0,0,0,0,0,2024-01-10 21:00:00,M15097
241,M15100,M,298.0,308.1,1339,51.6,197,0,0,0,0,0,0,2024-01-11 00:00:00,M15100
245,M15104,M,298.0,308.2,1395,49.1,206,0,0,0,0,0,0,2024-01-11 04:00:00,M15104
246,M15105,M,297.9,308.1,1627,31.4,209,0,0,0,0,0,0,2024-01-11 05:00:00,M15105
252,M15111,M,298.0,308.2,1466,42.6,2,0,0,0,0,0,0,2024-01-11 11:00:00,M15111
260,M15119,M,298.1,308.2,1420,63.9,19,1,0,0,1,0,0,2024-01-11 19:00:00,M15119
261,M15120,M,298.2,308.3,1522,49.1,22,0,0,0,0,0,0,2024-01-11 20:00:00,M15120
263,M15122,M,298.1,308.2,1736,26.8,27,0,0,0,0,0,0,2024-01-11 22:00:00,M15122
264,M15123,M,298.0,308.1,1587,32.3,30,0,0,0,0,0,0,2024-01-11 23:00:00,M15123
272,M15131,M,298.1,308.1,1452,40.8,56,0,0,0,0,0,0,2024-01-12 07:00:00,M15131
277,M15136,M,298.0,307.9,1750,26.6,67,0,0,0,0,0,0,2024-01-12 12:00:00,M15136
279,M15138,M,298.0,308.0,1620,29.4,75,0,0,0,0,0,0,2024-01-12 14:00:00,M15138
281,M15140,M,298.1,308.1,1456,43.7,80,0,0,0,0,0,0,2024-01-12 16:00:00,M15140
283,M15142,M,298.1,308.1,1390,49.8,85,0,0,0,0,0,0,2024-01-12 18:00:00,M15142
295,M15154,M,298.1,308.5,1372,51.1,116,0,0,0,0,0,0,2024-01-13 06:00:00,M15154
296,M15155,M,298.1,308.6,1716,30.7,119,0,0,0,0,0,0,2024-01-13 07:00:00,M15155
300,M15159,M,297.8,308.3,1567,35.6,131,0,0,0,0,0,0,2024-01-13 11:00:00,M15159
304,M15163,M,297.8,308.4,1479,43.5,143,0,0,0,0,0,0,2024-01-13 15:00:00,M15163
308,M15167,M,297.8,308.4,1579,36.6,152,0,0,0,0,0,0,2024-01-13 19:00:00,M15167
310,M15169,M,297.9,308.5,1449,40.8,157,0,0,0,0,0,0,2024-01-13 21:00:00,M15169
312,M15171,M,298.0,308.6,1453,44.1,165,0,0,0,0,0,0,2024-01-13 23:00:00,M15171
315,M15174,M,297.9,308.5,1300,53.0,172,0,0,0,0,0,0,2024-01-14 02:00:00,M15174
325,M15184,M,297.8,308.5,1488,41.9,196,0,0,0,0,0,0,2024-01-14 12:00:00,M15184
331,M15190,M,297.6,308.4,1398,41.9,215,0,0,0,0,0,0,2024-01-14 18:00:00,M15190
332,M15191,M,297.6,308.4,1391,51.9,218,0,0,0,0,0,0,2024-01-14 19:00:00,M15191
333,M15192,M,297.6,308.3,1538,40.2,0,0,0,0,0,0,0,2024-01-14 20:00:00,M15192
335,M15194,M,297.5,308.1,1469,44.8,5,0,0,0,0,0,0,2024-01-14 22:00:00,M15194
337,M15196,M,297.6,308.2,1995,20.5,10,0,0,0,0,0,0,2024-01-15 00:00:00,M15196
340,M15199,M,297.5,308.2,1713,32.2,17,0,0,0,0,0,0,2024-01-15 03:00:00,M15199
342,M15201,M,297.4,308.2,1530,32.6,22,0,0,0,0,0,0,2024-01-15 05:00:00,M15201
345,M15204,M,297.5,308.2,2448,13.8,29,0,0,0,0,0,0,2024-01-15 08:00:00,M15204
347,M15206,M,297.5,308.3,1459,45.2,34,0,0,0,0,0,0,2024-01-15 10:00:00,M15206
352,M15211,M,297.6,308.4,1611,31.0,48,0,0,0,0,0,0,2024-01-15 15:00:00,M15211
353,M15212,M,297.6,308.4,1507,46.0,51,0,0,0,0,0,0,2024-01-15 16:00:00,M15212
357,M15216,M,297.6,308.4,1398,48.9,63,0,0,0,0,0,0,2024-01-15 20:00:00,M15216
359,M15218,M,297.6,308.3,1467,36.7,68,0,0,0,0,0,0,2024-01-15 22:00:00,M15218
360,M15219,M,297.6,308.3,1567,34.6,71,0,0,0,0,0,0,2024-01-15 23:00:00,M15219
361,M15220,M,297.5,308.3,1521,38.2,74,0,0,0,0,0,0,2024-01-16 00:00:00,M15220
367,M15226,M,297.6,308.5,1552,40.9,90,0,0,0,0,0,0,2024-01-16 06:00:00,M15226
368,M15227,M,297.6,308.4,1569,38.3,93,0,0,0,0,0,0,2024-01-16 07:00:00,M15227
371,M15230,M,297.5,308.3,1622,37.2,103,0,0,0,0,0,0,2024-01-16 10:00:00,M15230
373,M15232,M,297.4,308.3,1405,51.7,108,0,0,0,0,0,0,2024-01-16 12:00:00,M15232
377,M15236,M,297.4,308.2,1401,51.9,117,0,0,0,0,0,0,2024-01-16 16:00:00,M15236
378,M15237,M,297.4,308.2,1424,53.9,120,0,0,0,0,0,0,2024-01-16 17:00:00,M15237
384,M15243,M,297.5,308.6,1842,27.0,133,0,0,0,0,0,0,2024-01-16 23:00:00,M15243
386,M15245,M,297.6,308.6,1414,45.4,138,0,0,0,0,0,0,2024-01-17 01:00:00,M15245
390,M15249,M,297.6,308.7,1408,54.8,147,0,0,0,0,0,0,2024-01-17 05:00:00,M15249
393,M15252,M,297.6,308.5,1490,43.4,154,0,0,0,0,0,0,2024-01-17 08:00:00,M15252
394,M15253,M,297.5,308.4,1350,52.2,157,0,0,0,0,0,0,2024-01-17 09:00:00,M15253
398,M15257,M,297.4,308.3,1774,28.9,166,0,0,0,0,0,0,2024-01-17 13:00:00,M15257
408,M15267,M,297.4,308.5,1600,42.1,190,0,0,0,0,0,0,2024-01-17 23:00:00,M15267
409,M15268,M,297.4,308.6,1434,44.4,193,0,0,0,0,0,0,2024-01-18 00:00:00,M15268
411,M15270,M,297.5,308.6,1472,44.9,198,0,0,0,0,0,0,2024-01-18 02:00:00,M15270
420,M15279,M,297.3,308.3,1501,38.2,2,0,0,0,0,0,0,2024-01-18 11:00:00,M15279
421,M15280,M,297.3,308.3,1301,39.6,5,0,0,0,0,0,0,2024-01-18 12:00:00,M15280
422,M15281,M,297.3,308.3,1657,31.1,8,0,0,0,0,0,0,2024-01-18 13:00:00,M15281
426,M15285,M,297.3,308.4,1665,28.9,17,0,0,0,0,0,0,2024-01-18 17:00:00,M15285
428,M15287,M,297.5,308.5,1496,42.2,22,0,0,0,0,0,0,2024-01-18 19:00:00,M15287
429,M15288,M,297.6,308.6,1595,36.9,25,0,0,0,0,0,0,2024-01-18 20:00:00,M15288
433,M15292,M,297.6,308.5,1466,39.7,34,0,0,0,0,0,0,2024-01-19 00:00:00,M15292
434,M15293,M,297.6,308.5,1848,23.7,37,0,0,0,0,0,0,2024-01-19 01:00:00,M15293
435,M15294,M,297.5,308.5,1484,44.7,40,0,0,0,0,0,0,2024-01-19 02:00:00,M15294
440,M15299,M,297.4,308.3,1535,34.6,51,0,0,0,0,0,0,2024-01-19 07:00:00,M15299
448,M15307,M,297.6,308.7,1376,59.9,74,0,0,0,0,0,0,2024-01-19 15:00:00,M15307
451,M15310,M,297.6,308.7,1419,41.7,81,0,0,0,0,0,0,2024-01-19 18:00:00,M15310
453,M15312,M,297.4,308.6,1643,31.0,89,0,0,0,0,0,0,2024-01-19 20:00:00,M15312
466,M15325,M,297.3,308.6,1456,42.9,122,0,0,0,0,0,0,2024-01-20 09:00:00,M15325
470,M15329,M,297.3,308.8,1586,32.7,131,0,0,0,0,0,0,2024-01-20 13:00:00,M15329
473,M15332,M,297.4,309.0,1497,41.8,144,0,0,0,0,0,0,2024-01-20 16:00:00,M15332
474,M15333,M,297.4,309.0,1520,37.0,147,0,0,0,0,0,0,2024-01-20 17:00:00,M15333
480,M15339,M,297.4,308.9,1323,57.3,163,0,0,0,0,0,0,2024-01-20 23:00:00,M15339
482,M15341,M,297.3,309.0,1556,39.5,168,0,0,0,0,0,0,2024-01-21 01:00:00,M15341
486,M15345,M,297.4,309.0,1685,30.7,177,0,0,0,0,0,0,2024-01-21 05:00:00,M15345
487,M15346,M,297.4,309.1,1582,35.9,180,0,0,0,0,0,0,2024-01-21 06:00:00,M15346
488,M15347,M,297.4,309.1,1463,35.0,183,0,0,0,0,0,0,2024-01-21 07:00:00,M15347
490,M15349,M,297.5,309.2,1347,55.8,188,0,0,0,0,0,0,2024-01-21 09:00:00,M15349
497,M15356,M,297.5,309.2,1530,40.0,206,0,0,0,0,0,0,2024-01-21 16:00:00,M15356
501,M15360,M,297.5,309.2,1804,27.4,215,0,0,0,0,0,0,2024-01-21 20:00:00,M15360
502,M15361,M,297.6,309.3,1464,46.2,218,0,0,0,0,0,0,2024-01-21 21:00:00,M15361
504,M15363,M,297.6,309.2,1442,48.1,0,0,0,0,0,0,0,2024-01-21 23:00:00,M15363
505,M15364,M,297.6,309.3,1529,41.9,3,0,0,0,0,0,0,2024-01-22 00:00:00,M15364
510,M15369,M,297.6,309.3,1415,41.3,17,0,0,0,0,0,0,2024-01-22 05:00:00,M15369
518,M15377,M,297.5,309.4,1391,58.2,34,0,0,0,0,0,0,2024-01-22 13:00:00,M15377
520,M15379,M,297.7,309.5,2027,19.8,39,0,0,0,0,0,0,2024-01-22 15:00:00,M15379
523,M15382,M,297.5,309.5,1448,43.7,46,0,0,0,0,0,0,2024-01-22 18:00:00,M15382
528,M15387,M,297.6,309.6,1592,35.8,57,0,0,0,0,0,0,2024-01-22 23:00:00,M15387
529,M15388,M,297.5,309.5,1553,42.4,60,0,0,0,0,0,0,2024-01-23 00:00:00,M15388
531,M15390,M,297.6,309.5,1709,32.2,65,0,0,0,0,0,0,2024-01-23 02:00:00,M15390
539,M15398,M,297.4,309.3,1499,36.8,88,0,0,0,0,0,0,2024-01-23 10:00:00,M15398
540,M15399,M,297.4,309.3,1775,25.8,91,0,0,0,0,0,0,2024-01-23 11:00:00,M15399
545,M15404,M,297.5,309.4,1831,26.6,105,0,0,0,0,0,0,2024-01-23 16:00:00,M15404
548,M15407,M,297.5,309.4,1482,39.3,112,0,0,0,0,0,0,2024-01-23 19:00:00,M15407
553,M15412,M,297.4,309.3,1622,35.0,123,0,0,0,0,0,0,2024-01-24 00:00:00,M15412
554,M15413,M,297.4,309.3,1564,36.0,126,0,0,0,0,0,0,2024-01-24 01:00:00,M15413
556,M15415,M,297.4,309.4,1539,42.2,134,0,0,0,0,0,0,2024-01-24 03:00:00,M15415
558,M15417,M,297.5,309.4,1433,48.3,139,0,0,0,0,0,0,2024-01-24 05:00:00,M15417
562,M15421,M,297.5,309.4,1678,34.4,148,0,0,0,0,0,0,2024-01-24 09:00:00,M15421
567,M15426,M,297.6,309.7,1541,33.7,165,0,0,0,0,0,0,2024-01-24 14:00:00,M15426
568,M15427,M,297.7,309.7,1680,30.2,168,0,0,0,0,0,0,2024-01-24 15:00:00,M15427
570,M15429,M,297.7,309.6,1596,35.2,173,0,0,0,0,0,0,2024-01-24 17:00:00,M15429
572,M15431,M,297.8,309.8,1676,29.0,178,0,0,0,0,0,0,2024-01-24 19:00:00,M15431
575,M15434,M,297.9,310.0,1439,41.7,185,0,0,0,0,0,0,2024-01-24 22:00:00,M15434
576,M15435,M,297.9,309.9,1410,55.4,188,0,0,0,0,0,0,2024-01-24 23:00:00,M15435
580,M15439,M,297.8,309.7,1700,31.3,200,0,0,0,0,0,0,2024-01-25 03:00:00,M15439
581,M15440,M,297.8,309.8,1798,25.5,203,0,0,0,0,0,0,2024-01-25 04:00:00,M15440
596,M15455,M,297.6,309.6,1330,53.1,7,0,0,0,0,0,0,2024-01-25 19:00:00,M15455
597,M15456,M,297.6,309.6,1530,37.3,10,0,0,0,0,0,0,2024-01-25 20:00:00,M15456
606,M15465,M,297.9,309.8,1693,29.9,35,0,0,0,0,0,0,2024-01-26 05:00:00,M15465
608,M15467,M,298.0,309.9,1565,33.9,40,0,0,0,0,0,0,2024-01-26 07:00:00,M15467
615,M15474,M,298.0,309.9,1445,45.2,55,0,0,0,0,0,0,2024-01-26 14:00:00,M15474
618,M15477,M,298.1,310.0,1393,43.1,65,0,0,0,0,0,0,2024-01-26 17:00:00,M15477
621,M15480,M,298.3,310.1,1389,49.6,75,0,0,0,0,0,0,2024-01-26 20:00:00,M15480
623,M15482,M,298.4,310.2,1725,32.0,80,0,0,0,0,0,0,2024-01-26 22:00:00,M15482
629,M15488,M,298.4,310.1,1335,57.8,96,0,0,0,0,0,0,2024-01-27 04:00:00,M15488
641,M15500,M,297.9,309.6,1515,38.8,124,0,0,0,0,0,0,2024-01-27 16:00:00,M15500
643,M15502,M,297.8,309.4,1226,58.7,129,0,0,0,0,0,0,2024-01-27 18:00:00,M15502
644,M15503,M,297.8,309.4,1495,36.5,132,0,0,0,0,0,0,2024-01-27 19:00:00,M15503
647,M15506,M,297.7,309.4,1461,43.7,142,0,0,0,0,0,0,2024-01-27 22:00:00,M15506
650,M15509,M,297.7,309.2,1732,28.8,152,0,0,0,0,0,0,2024-01-28 01:00:00,M15509
657,M15516,M,297.7,309.1,1732,28.1,167,0,0,0,0,0,0,2024-01-28 08:00:00,M15516
661,M15520,M,297.7,309.2,1700,27.4,176,0,0,0,0,0,0,2024-01-28 12:00:00,M15520
662,M15521,M,297.6,309.0,1427,45.6,179,0,0,0,0,0,0,2024-01-28 13:00:00,M15521
663,M15522,M,297.6,308.9,1479,38.1,182,0,0,0,0,0,0,2024-01-28 14:00:00,M15522
673,M15532,M,297.6,308.9,1433,43.2,206,0,0,0,0,0,0,2024-01-29 00:00:00,M15532
676,M15535,M,297.8,309.1,1424,45.5,2,0,0,0,0,0,0,2024-01-29 03:00:00,M15535
679,M15538,M,297.8,309.2,1295,61.2,12,0,0,0,0,0,0,2024-01-29 06:00:00,M15538
681,M15540,M,297.8,309.1,1432,42.6,17,0,0,0,0,0,0,2024-01-29 08:00:00,M15540
682,M15541,M,297.7,309.0,1656,33.2,20,0,0,0,0,0,0,2024-01-29 09:00:00,M15541
686,M15545,M,297.7,309.0,1636,29.7,32,0,0,0,0,0,0,2024-01-29 13:00:00,M15545
687,M15546,M,297.7,309.0,1504,40.4,35,0,0,0,0,0,0,2024-01-29 14:00:00,M15546
688,M15547,M,297.7,309.0,1531,42.4,38,0,0,0,0,0,0,2024-01-29 15:00:00,M15547
697,M15556,M,297.6,309.0,1815,25.3,66,0,0,0,0,0,0,2024-01-30 00:00:00,M15556
698,M15557,M,297.6,308.8,1453,39.7,69,0,0,0,0,0,0,2024-01-30 01:00:00,M15557
701,M15560,M,297.6,308.8,1683,31.6,79,0,0,0,0,0,0,2024-01-30 04:00:00,M15560
703,M15562,M,297.7,308.9,1531,48.3,84,0,0,0,0,0,0,2024-01-30 06:00:00,M15562
707,M15566,M,297.8,309.0,1434,43.3,96,0,0,0,0,0,0,2024-01-30 10:00:00,M15566
709,M15568,M,297.6,308.8,1416,45.9,101,0,0,0,0,0,0,2024-01-30 12:00:00,M15568
710,M15569,M,297.6,308.8,1357,49.7,104,0,0,0,0,0,0,2024-01-30 13:00:00,M15569
711,M15570,M,297.5,308.7,1697,28.1,107,0,0,0,0,0,0,2024-01-30 14:00:00,M15570
724,M15583,M,297.4,308.9,1500,46.3,137,0,0,0,0,0,0,2024-01-31 03:00:00,M15583
727,M15586,M,297.4,308.8,1628,37.4,144,0,0,0,0,0,0,2024-01-31 06:00:00,M15586
729,M15588,M,297.4,308.7,1425,50.3,152,0,0,0,0,0,0,2024-01-31 08:00:00,M15588
731,M15590,M,297.3,308.6,1471,50.7,157,0,0,0,0,0,0,2024-01-31 10:00:00,M15590
732,M15591,M,297.3,308.6,1431,53.0,160,0,0,0,0,0,0,2024-01-31 11:00:00,M15591
734,M15593,M,297.1,308.4,1421,42.0,165,0,0,0,0,0,0,2024-01-31 13:00:00,M15593
741,M15600,M,296.9,308.4,1450,46.9,186,0,0,0,0,0,0,2024-01-31 20:00:00,M15600
752,M15611,M,296.8,308.1,1843,24.2,212,0,0,0,0,0,0,2024-02-01 07:00:00,M15611
755,M15614,M,296.9,308.1,1483,44.3,219,0,0,0,0,0,0,2024-02-01 10:00:00,M15614
760,M15619,M,296.7,307.8,1537,36.3,233,0,0,0,0,0,0,2024-02-01 15:00:00,M15619
763,M15622,M,296.7,307.8,1286,60.5,0,0,0,0,0,0,0,2024-02-01 18:00:00,M15622
781,M15640,M,296.9,308.0,1409,50.7,43,0,0,0,0,0,0,2024-02-02 12:00:00,M15640
786,M15645,M,296.9,308.0,1497,44.8,57,0,0,0,0,0,0,2024-02-02 17:00:00,M15645
789,M15648,M,296.9,308.1,1440,46.3,64,0,0,0,0,0,0,2024-02-02 20:00:00,M15648
790,M15649,M,296.9,308.0,1641,33.3,67,0,0,0,0,0,0,2024-02-02 21:00:00,M15649
794,M15653,M,296.8,307.9,1683,31.8,76,0,0,0,0,0,0,2024-02-03 01:00:00,M15653
797,M15656,M,296.9,307.9,2010,18.9,86,0,0,0,0,0,0,2024-02-03 04:00:00,M15656
799,M15658,M,296.9,307.8,1828,24.6,91,0,0,0,0,0,0,2024-02-03 06:00:00,M15658
800,M15659,M,297.0,307.8,1579,34.1,94,0,0,0,0,0,0,2024-02-03 07:00:00,M15659
801,M15660,M,297.0,307.9,1882,24.2,97,0,0,0,0,0,0,2024-02-03 08:00:00,M15660
805,M15664,M,296.9,307.8,1544,37.6,109,0,0,0,0,0,0,2024-02-03 12:00:00,M15664
806,M15665,M,297.0,307.9,1412,47.4,112,0,0,0,0,0,0,2024-02-03 13:00:00,M15665
807,M15666,M,297.0,307.9,1422,53.0,115,0,0,0,0,0,0,2024-02-03 14:00:00,M15666
815,M15674,M,296.8,307.5,1470,45.9,132,0,0,0,0,0,0,2024-02-03 22:00:00,M15674
816,M15675,M,296.8,307.5,1516,36.7,135,0,0,0,0,0,0,2024-02-03 23:00:00,M15675
823,M15682,M,296.7,307.6,1547,34.7,150,0,0,0,0,0,0,2024-02-04 06:00:00,M15682
824,M15683,M,296.6,307.5,1482,39.9,153,0,0,0,0,0,0,2024-02-04 07:00:00,M15683
832,M15691,M,296.6,307.4,1544,42.3,170,0,0,0,0,0,0,2024-02-04 15:00:00,M15691
836,M15695,M,296.7,307.4,1533,32.5,182,0,0,0,0,0,0,2024-02-04 19:00:00,M15695
840,M15699,M,296.5,307.4,1565,43.5,194,0,0,0,0,0,0,2024-02-04 23:00:00,M15699
843,M15702,M,296.6,307.5,1566,35.0,201,0,0,0,0,0,0,2024-02-05 02:00:00,M15702
847,M15706,M,296.4,307.4,1416,50.0,210,0,0,0,0,0,0,2024-02-05 06:00:00,M15706
852,M15711,M,296.2,307.2,1389,48.6,7,0,0,0,0,0,0,2024-02-05 11:00:00,M15711
853,M15712,M,296.3,307.3,1368,49.5,10,0,0,0,0,0,0,2024-02-05 12:00:00,M15712
855,M15714,M,296.3,307.3,1498,41.6,15,0,0,0,0,0,0,2024-02-05 14:00:00,M15714
858,M15717,M,296.1,307.1,1350,53.3,22,0,0,0,0,0,0,2024-02-05 17:00:00,M15717
859,M15718,M,296.2,307.0,1516,37.6,25,0,0,0,0,0,0,2024-02-05 18:00:00,M15718
862,M15721,M,296.1,306.9,1951,23.3,38,0,0,0,0,0,0,2024-02-05 21:00:00,M15721
865,M15724,M,296.0,306.7,2044,22.3,48,0,0,0,0,0,0,2024-02-06 00:00:00,M15724
869,M15728,M,295.8,306.5,1514,37.7,60,0,0,0,0,0,0,2024-02-06 04:00:00,M15728
873,M15732,M,295.8,306.4,1335,51.7,69,0,0,0,0,0,0,2024-02-06 08:00:00,M15732
876,M15735,M,295.8,306.3,1444,45.5,76,0,0,0,0,0,0,2024-02-06 11:00:00,M15735
878,M15737,M,295.6,306.2,1584,33.6,81,0,0,0,0,0,0,2024-02-06 13:00:00,M15737
879,M15738,M,295.7,306.3,1685,34.9,84,0,0,0,0,0,0,2024-02-06 14:00:00,M15738
881,M15740,M,295.8,306.3,1235,76.2,89,1,0,0,1,0,0,2024-02-06 16:00:00,M15740
883,M15742,M,295.7,306.2,1739,25.9,94,0,0,0,0,0,0,2024-02-06 18:00:00,M15742
889,M15748,M,295.6,306.1,1651,28.1,110,0,0,0,0,0,0,2024-02-07 00:00:00,M15748
894,M15753,M,295.7,306.2,1423,42.5,121,0,0,0,0,0,0,2024-02-07 05:00:00,M15753
896,M15755,M,295.6,306.2,1435,51.6,126,0,0,0,0,0,0,2024-02-07 07:00:00,M15755
907,M15766,M,295.6,306.1,1462,49.2,158,0,0,0,0,0,0,2024-02-07 18:00:00,M15766
908,M15767,M,295.6,306.1,1669,29.0,161,0,0,0,0,0,0,2024-02-07 19:00:00,M15767
909,M15768,M,295.5,306.1,1822,24.3,164,0,0,0,0,0,0,2024-02-07 20:00:00,M15768
912,M15771,M,295.6,306.1,1490,42.7,171,0,0,0,0,0,0,2024-02-07 23:00:00,M15771
915,M15774,M,295.4,305.9,1518,40.6,178,0,0,0,0,0,0,2024-02-08 02:00:00,M15774
916,M15775,M,295.4,305.8,1526,38.2,181,0,0,0,0,0,0,2024-02-08 03:00:00,M15775
917,M15776,M,295.3,305.8,1589,36.2,184,0,0,0,0,0,0,2024-02-08 04:00:00,M15776
919,M15778,M,295.3,305.7,1473,38.5,189,0,0,0,0,0,0,2024-02-08 06:00:00,M15778
921,M15780,M,295.5,305.9,1518,44.1,194,0,0,0,0,0,0,2024-02-08 08:00:00,M15780
923,M15782,M,295.5,305.9,1380,52.4,202,0,0,0,0,0,0,2024-02-08 10:00:00,M15782
924,M15783,M,295.5,306.0,1423,45.3,205,0,0,0,0,0,0,2024-02-08 11:00:00,M15783
931,M15790,M,295.5,305.9,1453,47.3,9,0,0,0,0,0,0,2024-02-08 18:00:00,M15790
935,M15794,M,295.5,306.0,1326,50.8,18,0,0,0,0,0,0,2024-02-08 22:00:00,M15794
936,M15795,M,295.5,306.0,1641,36.6,21,0,0,0,0,0,0,2024-02-08 23:00:00,M15795
937,M15796,M,295.6,306.1,1418,46.2,24,0,0,0,0,0,0,2024-02-09 00:00:00,M15796
943,M15802,M,295.7,306.3,1462,44.3,37,0,0,0,0,0,0,2024-02-09 06:00:00,M15802
944,M15803,M,295.6,306.2,1477,45.0,40,0,0,0,0,0,0,2024-02-09 07:00:00,M15803
945,M15804,M,295.7,306.3,1712,28.5,43,0,0,0,0,0,0,2024-02-09 08:00:00,M15804
946,M15805,M,295.7,306.3,1347,50.4,46,0,0,0,0,0,0,2024-02-09 09:00:00,M15805
949,M15808,M,295.6,306.3,1426,45.5,53,0,0,0,0,0,0,2024-02-09 12:00:00,M15808
958,M15817,M,295.7,306.4,1387,40.1,81,0,0,0,0,0,0,2024-02-09 21:00:00,M15817
963,M15822,M,295.8,306.6,1480,43.2,92,0,0,0,0,0,0,2024-02-10 02:00:00,M15822
967,M15826,M,295.8,306.5,1641,32.2,101,0,0,0,0,0,0,2024-02-10 06:00:00,M15826
968,M15827,M,295.9,306.6,1532,38.6,104,0,0,0,0,0,0,2024-02-10 07:00:00,M15827
976,M15835,M,296.0,306.6,1628,36.8,121,0,0,0,0,0,0,2024-02-10 15:00:00,M15835
977,M15836,M,296.0,306.6,1392,51.3,124,0,0,0,0,0,0,2024-02-10 16:00:00,M15836
979,M15838,M,296.2,306.8,1526,42.3,129,0,0,0,0,0,0,2024-02-10 18:00:00,M15838
988,M15847,M,296.3,307.1,1534,33.8,151,0,0,0,0,0,0,2024-02-11 03:00:00,M15847
990,M15849,M,296.2,307.0,2119,18.3,159,0,0,0,0,0,0,2024-02-11 05:00:00,M15849
992,M15851,M,296.1,307.0,1523,42.0,164,0,0,0,0,0,0,2024-02-11 07:00:00,M15851
994,M15853,M,296.1,307.1,1485,36.0,169,0,0,0,0,0,0,2024-02-11 09:00:00,M15853
995,M15854,M,296.2,307.2,1168,63.4,172,0,0,0,0,0,0,2024-02-11 10:00:00,M15854
997,M15856,M,296.3,307.2,1286,51.1,177,0,0,0,0,0,0,2024-02-11 12:00:00,M15856
998,M15857,M,296.3,307.2,1446,45.9,180,0,0,0,0,0,0,2024-02-11 13:00:00,M15857
999,M15858,M,296.4,307.2,2071,19.4,183,0,0,0,0,0,0,2024-02-11 14:00:00,M15858
1008,M15867,M,296.2,307.2,1633,31.1,0,0,0,0,0,0,0,2024-02-11 23:00:00,M15867
1010,M15869,M,296.2,307.2,1385,44.0,5,0,0,0,0,0,0,2024-02-12 01:00:00,M15869
1011,M15870,M,296.2,307.2,1552,34.8,8,0,0,0,0,0,0,2024-02-12 02:00:00,M15870
1012,M15871,M,296.2,307.3,1451,42.8,11,0,0,0,0,0,0,2024-02-12 03:00:00,M15871
1013,M15872,M,296.1,307.1,1433,38.5,14,0,0,0,0,0,0,2024-02-12 04:00:00,M15872
1014,M15873,M,296.1,307.2,1619,29.7,17,0,0,0,0,0,0,2024-02-12 05:00:00,M15873
1017,M15876,M,296.3,307.2,1319,68.3,24,1,0,0,1,0,0,2024-02-12 08:00:00,M15876
1022,M15881,M,296.3,307.2,1454,42.5,35,0,0,0,0,0,0,2024-02-12 13:00:00,M15881
1028,M15887,M,296.3,307.4,1335,50.5,48,0,0,0,0,0,0,2024-02-12 19:00:00,M15887
1030,M15889,M,296.2,307.3,1477,35.2,53,0,0,0,0,0,0,2024-02-12 21:00:00,M15889
1035,M15894,M,296.3,307.4,1958,19.1,67,0,0,0,0,0,0,2024-02-13 02:00:00,M15894
1037,M15896,M,296.4,307.5,1684,31.4,72,0,0,0,0,0,0,2024-02-13 04:00:00,M15896
1048,M15907,M,296.6,307.7,1474,52.6,101,0,0,0,0,0,0,2024-02-13 15:00:00,M15907
1054,M15913,M,296.7,307.7,1597,32.1,114,0,0,0,0,0,0,2024-02-13 21:00:00,M15913
1060,M15919,M,296.7,307.9,1874,21.3,130,0,0,0,0,0,0,2024-02-14 03:00:00,M15919
1064,M15923,M,296.8,307.8,1664,32.8,142,0,0,0,0,0,0,2024-02-14 07:00:00,M15923
1065,M15924,M,296.8,307.9,1409,44.3,145,0,0,0,0,0,0,2024-02-14 08:00:00,M15924
1067,M15926,M,296.9,307.8,1544,40.3,150,0,0,0,0,0,0,2024-02-14 10:00:00,M15926
1070,M15929,M,296.9,307.8,1840,24.6,157,0,0,0,0,0,0,2024-02-14 13:00:00,M15929
1071,M15930,M,296.9,307.8,1477,37.2,160,0,0,0,0,0,0,2024-02-14 14:00:00,M15930
1073,M15932,M,297.0,307.9,1414,46.2,165,0,0,0,0,0,0,2024-02-14 16:00:00,M15932
1085,M15944,M,297.0,307.7,1498,47.1,199,0,0,0,0,0,0,2024-02-15 04:00:00,M15944
1089,M15948,M,296.9,307.8,1392,43.9,0,0,0,0,0,0,0,2024-02-15 08:00:00,M15948
1090,M15949,M,296.9,307.7,2008,17.5,3,0,0,0,0,0,0,2024-02-15 09:00:00,M15949
1093,M15952,M,296.9,307.6,1685,32.0,10,0,0,0,0,0,0,2024-02-15 12:00:00,M15952
1094,M15953,M,296.8,307.5,1443,39.2,13,0,0,0,0,0,0,2024-02-15 13:00:00,M15953
1099,M15958,M,296.9,307.4,1521,37.9,27,0,0,0,0,0,0,2024-02-15 18:00:00,M15958
1100,M15959,M,296.8,307.4,1472,43.9,30,0,0,0,0,0,0,2024-02-15 19:00:00,M15959
1104,M15963,M,296.7,307.4,1540,38.7,45,0,0,0,0,0,0,2024-02-15 23:00:00,M15963
